Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Kilometers_Per_Year,Is_First_Owner
5353,Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,10.83,7.4,11,Volkswagen,2194.0,1
5354,Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,11.75,3.8,10,Hyundai,6909.0,1
5355,Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,Petrol,Manual,First,13.5,1799.0,130.0,5.0,11.75,3.8,18,Honda,3683.0,1
5356,Honda City ZX GXi,Kolkata,2008,69000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,11.75,2.7,18,Honda,3632.0,1
5357,Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,11.15,7.21,10,Mahindra,5909.0,1
5358,Honda City i VTEC V,Hyderabad,2016,29512,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.75,7.9,10,Honda,2683.0,1
5359,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,8.23,4.2,9,Hyundai,5100.0,1
5360,Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,Diesel,Manual,First,19.01,1461.0,108.45,5.0,11.75,5.75,12,Renault,4462.0,1
5361,Maruti A-Star AT VXI,Hyderabad,2013,56500,Petrol,Automatic,First,16.98,998.0,66.1,5.0,11.75,3.45,13,Maruti,4036.0,1
5362,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,29063,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.75,25.75,12,Audi,2236.0,1
5363,Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.59,16.59,8,Mahindra,5201.0,1
5364,Renault Pulse Petrol RxZ,Coimbatore,2014,31897,Petrol,Manual,First,18.06,1198.0,74.96,5.0,11.75,4.69,12,Renault,2454.0,1
5365,BMW 3 Series 320d,Mumbai,2009,52100,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,47.87,7.5,17,BMW,2894.0,0
5366,Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,19.37,16.5,10,Toyota,6636.0,1
5367,Honda City 1.5 S MT,Kolkata,2009,31423,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11.75,1.99,17,Honda,1746.0,1
5368,Maruti Swift VDI,Chennai,2014,75180,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.92,5.25,12,Maruti,5783.0,1
5369,Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,Diesel,Manual,Second,19.64,1461.0,108.45,5.0,11.75,5.4,13,Renault,5357.0,0
5370,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,15000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,11.75,3.9,12,Volkswagen,1154.0,1
5371,Hyundai i20 Active 1.2 S,Mumbai,2015,12000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,11.75,5.8,11,Hyundai,1000.0,1
5372,BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,30.5,30.5,12,BMW,2462.0,1
5373,Maruti Swift Dzire LDI,Hyderabad,2017,44504,Diesel,Manual,First,23.4,1248.0,74.0,5.0,11.75,5.6,9,Maruti,4450.0,1
5374,Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,66000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,23.0,23.0,14,Mercedes-Benz,4400.0,1
5375,Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.01,5.15,11,Maruti,3286.0,1
5376,Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,11.75,9.48,9,Hyundai,3693.0,1
5377,Tata Nano XTA,Bangalore,2016,17800,Petrol,Automatic,Second,21.9,624.0,37.48,4.0,11.75,2.38,10,Tata,1618.0,0
5378,Maruti Swift Dzire LXi,Hyderabad,2009,71346,Petrol,Manual,First,17.5,1298.0,85.8,5.0,11.75,3.8,17,Maruti,3964.0,1
5379,Hyundai i20 Asta Option 1.2,Delhi,2015,45000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,11.75,5.5,11,Hyundai,3750.0,0
5380,Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,Petrol,Manual,First,17.0,1197.0,80.0,5.0,11.75,3.55,16,Hyundai,5009.0,1
5381,Maruti Ciaz ZXi,Mumbai,2015,48823,Petrol,Manual,First,20.73,1373.0,91.1,5.0,11.75,6.35,11,Maruti,4069.0,1
5382,Land Rover Range Rover 2.2L Prestige,Delhi,2015,37000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,36.0,36.0,11,Land,3083.0,1
5383,Tata Indigo LX BSII,Hyderabad,2005,92000,Diesel,Manual,Second,16.1,1405.0,70.0,5.0,11.75,1.1,21,Tata,4182.0,0
5384,Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,7.63,3.7,12,Tata,2769.0,1
5385,Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,Diesel,Manual,First,16.0,1997.0,140.0,7.0,13.5,13.5,10,Mahindra,2234.0,1
5386,Honda Accord 2.4 AT,Mumbai,2008,95000,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,11.75,2.85,18,Honda,5000.0,0
5387,Tata Nano Twist XT,Coimbatore,2015,25811,Petrol,Manual,Second,25.4,624.0,37.5,4.0,11.75,2.13,11,Tata,2151.0,0
5388,Hyundai Elantra CRDi S,Ahmedabad,2015,65000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,11.75,7.75,11,Hyundai,5417.0,1
5389,Tata Indica V2 eLS,Chennai,2017,100400,Diesel,Manual,First,25.0,1396.0,69.0,5.0,11.75,2.85,9,Tata,10040.0,1
5390,Honda Amaze S i-Dtech,Jaipur,2014,76414,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.75,4.95,12,Honda,5878.0,1
5391,Mahindra XUV500 W8 2WD,Kochi,2012,82103,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.75,6.2,14,Mahindra,5474.0,1
5392,BMW X3 xDrive 20d Expedition,Pune,2013,98000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,17.5,17.5,13,BMW,7000.0,1
5393,Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.8,2.25,16,Hyundai,2662.0,1
5394,Maruti Baleno Zeta 1.2,Delhi,2017,10300,Petrol,Manual,First,21.4,1197.0,83.1,5.0,11.75,6.75,9,Maruti,1030.0,1
5395,Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42024,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,11.75,9.73,10,Hyundai,3820.0,1
5396,Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.47,1248.0,88.5,7.0,10.83,8.49,8,Maruti,5693.0,1
5397,Mini Cooper S Carbon Edition,Mumbai,2013,52000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,25.0,25.0,13,Mini,3714.0,1
5398,Maruti Ritz ZDi,Coimbatore,2015,42894,Diesel,Manual,First,23.2,1248.0,73.94,5.0,11.75,5.59,11,Maruti,3574.0,1
5399,Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,Diesel,Automatic,First,15.6,1896.0,106.0,5.0,11.75,4.8,15,Skoda,4250.0,1
5400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.75,5.45,12,Ford,5308.0,1
5401,Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,10000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,11.75,6.5,9,Hyundai,1000.0,1
5402,Honda Brio E MT,Chennai,2015,16000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,11.75,4.35,11,Honda,1333.0,1
5403,Honda Amaze S i-Dtech,Kolkata,2013,46992,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.75,3.75,13,Honda,3357.0,1
5404,BMW 5 Series 2003-2012 520d,Pune,2010,170000,Diesel,Automatic,Third,18.48,1995.0,177.0,5.0,12.0,12.0,16,BMW,10000.0,0
5405,Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,32.0,32.0,12,Audi,4462.0,1
5406,Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,11.75,4.0,11,Hyundai,4167.0,0
5407,Nissan Micra Diesel XV,Kolkata,2011,39010,Diesel,Manual,First,23.08,1461.0,63.1,5.0,11.75,2.6,15,Nissan,2438.0,1
5408,Hyundai Grand i10 Sportz,Jaipur,2016,26946,Petrol,Manual,First,18.9,1197.0,82.0,5.0,11.75,4.45,10,Hyundai,2450.0,1
5409,Hyundai EON Era,Pune,2015,28700,Petrol,Manual,First,21.1,814.0,55.2,5.0,11.75,2.6,11,Hyundai,2392.0,1
5410,Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,16.0,16.0,15,Mercedes-Benz,3750.0,1
5411,Land Rover Range Rover 2.2L Pure,Delhi,2014,38999,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,32.5,32.5,12,Land,3000.0,1
5412,Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,13.85,13.85,10,Mahindra,3545.0,1
5413,Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,Petrol,Manual,First,20.73,1373.0,91.1,5.0,11.75,8.76,8,Maruti,865.0,1
5414,Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,Petrol,Automatic,First,11.8,3498.0,272.0,7.0,23.68,23.68,12,Mercedes-Benz,3516.0,1
5415,Maruti Dzire AMT VXI,Chennai,2017,42000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.13,5.5,9,Maruti,4200.0,1
5416,Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,65.81,65.81,13,Land,5428.0,0
5417,Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,15.01,4.99,13,Renault,4071.0,1
5418,Hyundai Verna 1.6 SX,Chennai,2013,85350,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,11.75,5.7,13,Hyundai,6096.0,0
5419,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,25.27,11.99,10,Toyota,7520.0,1
5420,BMW 3 Series Sport,Mumbai,2016,19000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,57.3,29.99,10,BMW,1727.0,0
5421,Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,13900,Petrol,Manual,First,18.88,1499.0,110.4,5.0,11.75,9.5,8,Ford,1544.0,1
5422,Maruti Swift VDI BSIV,Hyderabad,2014,108000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,11.75,5.5,12,Maruti,8308.0,1
5423,Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,23.0,23.0,10,Hyundai,3273.0,1
5424,Tata Indica V2 DLS,Hyderabad,2013,62188,Diesel,Manual,First,17.2,1396.0,53.5,5.0,11.75,2.95,13,Tata,4442.0,1
5425,Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,Diesel,Manual,First,24.0,1120.0,70.0,5.0,11.75,4.9,11,Hyundai,4866.0,1
5427,Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,5.68,4.25,10,Maruti,2727.0,1
5428,Mahindra XUV500 W10 2WD,Kochi,2018,29907,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.36,16.36,8,Mahindra,3323.0,1
5429,Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,11.75,9.95,17,Audi,2556.0,1
5430,Volkswagen Vento Diesel Highline,Bangalore,2012,65000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,11.75,5.5,14,Volkswagen,4333.0,1
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.75,8.25,10,Maruti,2000.0,1
5432,Maruti Zen LX,Chennai,2002,99024,Petrol,Manual,First,17.3,993.0,60.0,5.0,11.75,0.95,24,Maruti,3961.0,1
5433,Hyundai i10 Era,Kochi,2016,34952,Petrol,Manual,First,19.81,1086.0,68.05,5.0,11.75,4.01,10,Hyundai,3177.0,1
5434,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,17.5,1199.0,88.7,5.0,9.36,8.2,7,Honda,1739.0,1
5435,Honda City i DTEC VX,Chennai,2014,71000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,11.75,6.2,12,Honda,5462.0,0
5436,Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,16.75,16.75,14,Toyota,6467.0,1
5437,Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.5,16.5,9,Mahindra,2100.0,1
5439,Ford Figo Diesel ZXI,Kolkata,2012,110438,Diesel,Manual,First,20.0,1399.0,68.05,5.0,11.75,3.5,14,Ford,7363.0,1
5440,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Petrol,Automatic,Second,19.0,1199.0,88.7,5.0,11.75,5.43,9,Honda,6651.0,0
5441,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,30.35,30.35,9,Ford,5465.0,1
5442,Nissan Sunny XL CVT,Hyderabad,2014,32000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,11.75,7.99,12,Nissan,2462.0,1
5443,Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,Diesel,Manual,First,18.7,1896.0,66.0,5.0,11.75,3.59,15,Skoda,4711.0,1
5444,Chevrolet Beat Diesel LT,Chennai,2012,82697,Diesel,Manual,First,25.44,936.0,57.6,5.0,11.75,1.9,14,Chevrolet,5513.0,1
5445,Toyota Camry W2 (AT),Chennai,2009,135000,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,11.75,4.7,17,Toyota,7500.0,1
5446,Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,15.01,7.25,14,Renault,9933.0,1
5447,Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,38.72,24.46,10,Mercedes-Benz,2383.0,1
5448,Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,7.7,3.9,12,Tata,1808.0,0
5449,Hyundai i20 1.2 Magna,Coimbatore,2013,56127,Petrol,Manual,First,18.5,1197.0,80.0,5.0,11.75,5.15,13,Hyundai,4009.0,1
5450,Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,6.43,3.65,11,Maruti,2167.0,1
5451,Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,8.23,5.0,10,Hyundai,2364.0,1
5452,Honda City 1.5 S MT,Kolkata,2009,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11.75,2.3,17,Honda,2333.0,1
5453,Hyundai Accent GLE,Pune,2001,130000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,11.75,0.75,25,Hyundai,5000.0,0
5454,Hyundai Verna Xi (Petrol),Kochi,2009,137148,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,11.75,1.85,17,Hyundai,7619.0,0
5455,Ford Figo Petrol ZXI,Kolkata,2010,114703,Petrol,Manual,First,15.6,1196.0,70.0,5.0,11.75,1.8,16,Ford,6747.0,1
5456,Honda Amaze S i-Dtech,Kochi,2014,97439,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.75,4.41,12,Honda,7495.0,1
5457,Maruti Wagon R LX BSII,Chennai,2006,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,11.75,2.0,20,Maruti,1905.0,1
5459,Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,31.75,31.75,12,Mercedes-Benz,2154.0,1
5460,Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,37500,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,32.0,32.0,11,Audi,3125.0,1
5461,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,21.0,21.0,16,Mercedes-Benz,2176.0,1
5462,Maruti Swift Dzire LDi,Ahmedabad,2010,83000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,11.75,2.75,16,Maruti,4882.0,1
5463,Toyota Corolla H2,Coimbatore,2005,79012,Petrol,Manual,First,13.4,1794.0,125.0,5.0,11.75,2.64,21,Toyota,3591.0,1
5464,Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,Diesel,Manual,First,15.4,2179.0,120.0,7.0,14.19,14.19,8,Mahindra,3044.0,1
5465,Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.44,3.85,9,Maruti,3536.0,1
5466,Toyota Fortuner 4x2 Manual,Delhi,2014,117000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.5,15.5,12,Toyota,9000.0,1
5467,Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,23000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,11.75,1.9,16,Maruti,1353.0,1
5468,Tata Nano CX,Kochi,2014,59508,Petrol,Manual,First,25.4,624.0,37.48,4.0,11.75,1.26,12,Tata,4578.0,1
5469,Hyundai i20 Magna,Chennai,2009,69000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,11.75,2.4,17,Hyundai,3833.0,0
5470,BMW 3 Series 320d,Bangalore,2010,58000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,48.79,11.5,16,BMW,3412.0,1
5471,Mahindra XUV500 W6 2WD,Jaipur,2014,88511,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.75,8.25,12,Mahindra,6809.0,1
5472,Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,Petrol,Manual,First,15.8,1598.0,105.0,5.0,11.75,2.75,15,Volkswagen,4125.0,1
5473,Skoda Fabia 1.2 MPI Classic,Delhi,2009,65000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,11.75,1.4,17,Skoda,3611.0,0
5474,Tata Nano Twist XT,Coimbatore,2015,30676,Petrol,Manual,First,25.4,624.0,37.5,4.0,11.75,2.9,11,Tata,2556.0,1
5475,Ford Figo Diesel EXI,Chennai,2011,76000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,11.75,2.4,15,Ford,4750.0,1
5476,Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,Petrol,Automatic,First,14.8,1598.0,105.0,5.0,11.75,4.75,13,Volkswagen,1688.0,1
5477,Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.76,44.76,8,Land,5870.0,1
5478,Honda City i DTEC SV,Kochi,2015,64465,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.75,6.22,11,Honda,5372.0,1
5479,Renault KWID Climber 1.0 AMT,Chennai,2018,14000,Petrol,Automatic,First,22.5,999.0,67.0,5.0,5.67,4.5,8,Renault,1556.0,1
5480,Hyundai Grand i10 Asta Option,Mumbai,2015,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,11.75,4.25,11,Hyundai,2167.0,1
5481,Chevrolet Cruze LTZ AT,Hyderabad,2011,78203,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,11.75,5.5,15,Chevrolet,4888.0,1
5482,Hyundai i20 1.4 Asta,Mumbai,2017,27000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,11.75,6.95,9,Hyundai,2700.0,1
5483,Maruti Alto K10 VXI AGS,Coimbatore,2018,31919,Petrol,Automatic,First,24.07,998.0,67.1,5.0,11.75,4.56,8,Maruti,3547.0,1
5484,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,Diesel,Manual,First,20.5,1582.0,126.2,5.0,19.18,13.82,10,Hyundai,4308.0,1
5485,Honda Amaze VX i-Vtech,Mumbai,2016,17362,Petrol,Manual,First,18.0,1198.0,86.7,5.0,11.75,5.65,10,Honda,1578.0,1
5486,Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,Diesel,Manual,First,21.19,1396.0,88.73,5.0,11.75,6.2,10,Hyundai,4520.0,1
5487,Maruti Celerio VXI,Delhi,2014,48000,Petrol,Manual,First,23.1,998.0,67.04,5.0,11.75,3.25,12,Maruti,3692.0,1
5488,Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,11.75,8.5,17,Audi,2556.0,1
5489,Hyundai Verna 1.4 CRDi,Bangalore,2016,79000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,11.75,7.25,10,Hyundai,7182.0,1
5490,Renault Fluence Diesel E4,Pune,2013,57000,Diesel,Manual,First,21.8,1461.0,78.0,5.0,11.75,4.61,13,Renault,4071.0,1
5491,Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,Petrol,Manual,First,16.2,1199.0,74.0,5.0,11.75,5.3,10,Volkswagen,2705.0,1
5492,Tata Indigo LX,Ahmedabad,2012,50123,Diesel,Manual,First,17.0,1405.0,70.0,5.0,11.75,1.9,14,Tata,3342.0,1
5493,Hyundai i10 Sportz,Kochi,2012,57184,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.75,3.09,14,Hyundai,3812.0,1
5494,BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,Diesel,Automatic,Second,16.46,2993.0,258.0,5.0,11.75,9.5,19,BMW,3750.0,0
5495,Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.65,12.65,11,Hyundai,2167.0,1
5496,Hyundai Grand i10 Magna,Delhi,2016,22129,Petrol,Manual,First,18.9,1197.0,82.0,5.0,11.75,4.25,10,Hyundai,2012.0,1
5497,Maruti Ritz VDi,Hyderabad,2011,127887,Diesel,Manual,First,21.1,1248.0,73.9,5.0,11.75,2.95,15,Maruti,7993.0,1
5498,Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,11.75,3.45,20,Mahindra,4381.0,1
5499,Hyundai i10 Era,Hyderabad,2011,60634,Petrol,Manual,First,19.81,1086.0,68.05,5.0,11.75,3.3,15,Hyundai,3790.0,1
5500,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,11.75,8.0,12,Tata,6923.0,1
5501,Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,59000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,11.75,2.71,17,Honda,3278.0,1
5502,Maruti Zen Estilo LXI BSIII,Hyderabad,2012,59293,Petrol,Manual,First,18.2,998.0,67.1,5.0,11.75,2.7,14,Maruti,3953.0,1
5503,Maruti Swift Dzire VDI,Mumbai,2012,80753,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,11.75,4.5,14,Maruti,5384.0,0
5504,Toyota Fortuner 4x2 Manual,Delhi,2015,40000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,18.75,18.75,11,Toyota,3333.0,0
5505,Maruti Swift VDI,Pune,2014,103000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,7.92,5.25,12,Maruti,7923.0,0
5507,Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,7.91,6.0,9,Maruti,4800.0,1
5508,Hyundai Grand i10 Asta,Kolkata,2014,41000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,11.75,3.14,12,Hyundai,3154.0,1
5509,Renault KWID RXL,Jaipur,2016,26000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.96,2.55,10,Renault,2364.0,1
5510,Tata Indigo CS eGLX BS IV,Jaipur,2012,30000,Petrol,Manual,Second,15.64,1193.0,64.08,5.0,11.75,2.3,14,Tata,2000.0,0
5511,Ford Figo Diesel Titanium,Hyderabad,2014,74624,Diesel,Manual,First,20.0,1399.0,68.05,5.0,11.75,5.65,12,Ford,5740.0,1
5512,Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,48.22,48.22,11,Porsche,3990.0,1
5513,Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.24,3.0,10,Maruti,3182.0,1
5514,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,52123,Diesel,Manual,First,20.34,1498.0,103.2,5.0,14.2,7.5,11,Volkswagen,4344.0,1
5515,Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,90000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,11.75,2.6,21,Mahindra,4091.0,1
5516,BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,70.55,61.25,8,BMW,156.0,1
5517,Honda City 1.5 V MT,Chennai,2009,122000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,11.75,3.5,17,Honda,6778.0,0
5518,Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,17.44,1998.0,189.08,4.0,39.27,28.95,10,Mini,1919.0,1
5519,Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,Diesel,Automatic,First,13.5,2477.0,175.56,6.0,15.0,15.0,11,Mitsubishi,6500.0,1
5520,Maruti Swift Dzire VDi,Jaipur,2012,72000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,11.75,4.25,14,Maruti,4800.0,1
5521,Bentley Continental Flying Spur,Hyderabad,2006,48000,Petrol,Automatic,First,8.6,5998.0,552.0,4.0,59.0,59.0,20,Bentley,2286.0,1
5522,Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,20.77,1248.0,88.76,7.0,11.215,6.6,13,Maruti,3106.0,1
5523,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,11.75,5.2,19,Toyota,9950.0,0
5524,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,Petrol,Manual,First,11.7,1796.0,178.0,5.0,11.75,10.0,16,Mercedes-Benz,2000.0,1
