Unnamed: 0,Name,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Kilometers_Per_Year,Is_First_Owner,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Brand_Ambassador,Brand_Audi,Brand_BMW,Brand_Bentley,Brand_Chevrolet,Brand_Datsun,Brand_Fiat,Brand_Force,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_ISUZU,Brand_Isuzu,Brand_Jaguar,Brand_Jeep,Brand_Lamborghini,Brand_Land,Brand_Mahindra,Brand_Maruti,Brand_Mercedes-Benz,Brand_Mini,Brand_Mitsubishi,Brand_Nissan,Brand_Porsche,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen,Brand_Volvo,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune
4916,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,2013,68008,Second,15.0,1896.0,105.0,5.0,11.75,6.75,13,4858.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4917,Mahindra TUV 300 2015-2019 T8,2017,22251,First,18.49,1493.0,100.0,7.0,11.75,8.75,9,2225.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4918,Ford Ecosport 1.5 Ti VCT MT Titanium,2013,55000,Second,15.8,1499.0,110.0,5.0,11.75,5.2,13,3929.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4919,Hyundai Verna 1.6 SX VTVT (O),2017,19387,First,17.1,1591.0,121.3,5.0,11.75,8.42,9,1939.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4921,Hyundai i20 Sportz 1.2,2016,24001,First,18.6,1197.0,81.83,5.0,11.75,5.75,10,2182.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4922,Audi A4 New 2.0 TDI Multitronic,2008,17000,First,15.2,1968.0,140.8,5.0,11.75,9.75,18,895.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4923,Nissan Micra Active XV S,2015,28500,First,19.49,1198.0,67.04,5.0,11.75,3.5,11,2375.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4924,Mercedes-Benz M-Class ML 250 CDI,2014,66000,First,15.26,2143.0,203.2,5.0,30.0,30.0,12,5077.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4925,Land Rover Discovery Sport TD4 S,2017,22000,First,12.83,2179.0,147.5,5.0,35.0,35.0,9,2200.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4926,Hyundai Creta 1.6 SX Option Executive,2018,44383,First,15.8,1591.0,121.3,5.0,17.7,13.25,8,4931.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4927,Skoda Rapid 1.6 TDI Active,2013,45000,First,20.5,1598.0,103.5,5.0,11.75,3.65,13,3214.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4928,Maruti Swift Dzire VDI,2015,58000,First,23.4,1248.0,74.0,5.0,11.75,5.25,11,4833.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4929,Hyundai Creta 1.6 SX,2016,69000,First,15.8,1591.0,121.3,5.0,14.23,9.7,10,6273.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4930,Hyundai Grand i10 CRDi Sportz,2017,60993,First,24.0,1120.0,70.0,5.0,11.75,5.21,9,6099.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4931,Mahindra TUV 300 T8,2016,67000,First,18.49,1493.0,100.0,7.0,11.75,6.3,10,6091.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4932,Hyundai Grand i10 CRDi Sportz,2014,51134,First,24.0,1120.0,70.0,5.0,11.75,4.72,12,3933.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4933,BMW X5 xDrive 30d,2011,55000,Second,11.7,2993.0,245.0,5.0,28.0,28.0,15,3438.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4934,Maruti Dzire AMT VDI,2018,25082,First,28.4,1248.0,73.75,5.0,9.62,8.37,8,2787.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4935,Toyota Fortuner 4x4 MT,2012,68350,First,12.55,2982.0,168.5,7.0,14.0,14.0,14,4557.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4936,Audi A6 2011-2015 35 TDI Technology,2015,50000,First,17.68,1968.0,174.33,5.0,36.0,36.0,11,4167.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4937,Honda Jazz 1.5 V i DTEC,2015,97000,First,27.3,1498.0,98.6,5.0,11.75,6.4,11,8083.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4938,Audi Q7 4.2 TDI Quattro Technology,2015,56238,First,11.33,4134.0,335.2,7.0,51.69,51.69,11,4686.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4939,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,2014,72618,First,12.05,2179.0,120.0,7.0,11.75,8.0,12,5586.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4940,Chevrolet Cruze LTZ,2012,62005,First,18.3,1991.0,147.9,5.0,11.75,9.8,14,4134.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4941,Chevrolet Beat Diesel LT,2012,61250,First,25.44,936.0,57.6,5.0,11.75,2.7,14,4083.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4942,Audi A4 35 TDI Premium Plus,2014,28469,First,18.25,1968.0,187.74,5.0,53.14,24.37,12,2190.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4943,Skoda Rapid 1.6 MPI AT Style,2018,21488,First,14.3,1598.0,103.52,5.0,11.75,9.72,8,2388.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4944,Maruti Swift Dzire VDI,2014,197000,First,23.4,1248.0,74.0,5.0,11.75,5.0,12,15154.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4945,Toyota Fortuner 3.0 Diesel,2009,138205,Second,11.5,2982.0,171.0,7.0,11.75,10.5,17,7678.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4946,Maruti Swift VDI,2012,160000,Second,22.9,1248.0,74.0,5.0,7.92,3.9,14,10667.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4947,Honda City 1.5 V MT Exclusive,2012,67590,First,17.0,1497.0,118.0,5.0,11.75,5.65,14,4506.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4948,Mercedes-Benz M-Class ML 250 CDI,2012,52000,First,15.26,2143.0,203.2,5.0,29.95,29.95,14,3467.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4949,Maruti Swift Ldi BSIII,2008,100000,Second,17.8,1248.0,75.0,5.0,11.75,3.0,18,5263.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4950,Ford Aspire Titanium Diesel,2017,60048,First,26.1,1498.0,99.0,5.0,8.91,6.0,9,6005.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4951,Hyundai i10 Sportz,2009,48000,First,20.36,1197.0,78.9,5.0,11.75,2.11,17,2667.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4952,Fiat Punto 1.4 Emotion,2010,47000,First,14.6,1497.0,98.6,5.0,11.75,1.49,16,2765.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4953,Maruti Alto LXi,2011,100000,First,19.7,796.0,46.3,5.0,11.75,1.5,15,6250.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4955,Maruti Swift VXI BSIV,2006,80010,Second,20.4,1197.0,81.8,5.0,11.75,2.85,20,3810.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4956,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2017,26493,First,19.27,2143.0,170.0,5.0,33.64,33.64,9,2649.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4957,Tata Indica V2 DLE BSIII,2011,96000,Second,17.88,1396.0,52.8,5.0,11.75,0.91,15,6000.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4958,Maruti Alto 800 VXI,2014,45700,Second,22.74,796.0,47.3,5.0,11.75,2.42,12,3515.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4959,Skoda Superb 2.8 V6 AT,2005,13000,First,9.3,2771.0,193.1,5.0,11.75,3.25,21,591.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4960,Volkswagen Polo Petrol Comfortline 1.2L,2013,38000,First,16.47,1198.0,73.9,5.0,11.75,2.8,13,2714.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4961,Maruti Dzire AMT ZXI Plus,2019,8018,First,22.0,1197.0,81.8,5.0,10.26,8.3,7,1002.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4962,Mahindra Scorpio VLX,2010,144400,Third,12.05,2179.0,120.0,8.0,11.75,5.25,16,8494.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4963,Maruti Swift Vdi BSIII,2010,152000,First,17.8,1248.0,75.0,5.0,11.75,2.9,16,8941.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4964,BMW 3 Series 320d Prestige,2013,71000,First,18.88,1995.0,184.0,5.0,15.0,15.0,13,5071.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4965,Tata Nano STD SE,2012,80000,Second,25.4,624.0,37.5,4.0,11.75,0.53,14,5333.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4966,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,87143,First,12.99,2494.0,100.0,8.0,12.5,12.5,12,6703.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4967,Honda Brio S Option MT,2012,25000,First,18.4,1198.0,86.8,5.0,11.75,2.75,14,1667.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4968,Tata Tiago AMT 1.2 Revotron XZA,2018,2000,First,23.84,1199.0,83.83,5.0,6.94,5.0,8,222.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4969,Mahindra Scorpio SLE BSIV,2014,45239,First,12.05,2179.0,120.0,8.0,11.75,7.09,12,3480.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4970,BMW 5 Series 2003-2012 525d,2011,101999,First,16.73,1995.0,218.0,5.0,19.99,19.99,15,6375.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4971,Toyota Corolla Altis D-4D GL,2014,74219,First,21.43,1364.0,87.2,5.0,11.75,10.75,12,5709.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4972,Honda City i VTEC CVT VX,2016,25000,First,18.0,1497.0,117.3,5.0,11.75,9.45,10,2273.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4973,Hyundai Verna CRDi 1.6 SX Option,2008,109606,First,22.0,1582.0,126.2,5.0,15.59,2.9,18,5769.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4974,Maruti Swift Dzire VDI Optional,2015,36000,First,26.59,1248.0,74.0,5.0,11.75,4.7,11,3000.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4975,Maruti Ciaz ZXi,2016,41810,First,20.73,1373.0,91.1,5.0,11.75,7.11,10,3801.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4976,Ford Ecosport 1.5 DV5 MT Titanium,2014,93321,First,22.7,1498.0,89.84,5.0,11.75,6.25,12,7179.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4977,Maruti Alto K10 2010-2014 VXI,2011,81000,First,20.92,998.0,67.1,5.0,11.75,2.2,15,5062.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4978,Honda Amaze V CVT Petrol,2019,25717,First,19.0,1199.0,88.76,5.0,9.47,8.86,7,3215.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4979,Mahindra XUV500 W6 2WD,2015,37000,First,15.1,2179.0,140.0,7.0,11.75,9.3,11,3083.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4980,Mahindra TUV 300 2015-2019 T8,2017,56380,First,18.49,1493.0,100.0,7.0,11.75,7.57,9,5638.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4981,Honda Jazz VX,2017,8000,First,18.2,1199.0,88.7,5.0,9.1,7.9,9,800.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4982,Maruti Swift VXI BSIII W/ ABS,2018,14589,First,16.1,1298.0,88.2,5.0,11.75,5.65,8,1621.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4983,Volkswagen Polo Petrol Highline 1.2L,2013,65088,First,16.47,1198.0,73.9,5.0,11.75,3.25,13,4649.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4984,Hyundai Creta 1.6 SX Option Diesel,2019,24864,First,20.5,1582.0,126.2,5.0,19.18,16.27,7,3108.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4985,Chevrolet Beat LS,2011,64831,First,18.6,1199.0,79.4,5.0,11.75,3.21,15,4052.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4986,Honda Amaze VX i-DTEC,2013,38001,First,25.8,1498.0,98.6,5.0,11.75,3.9,13,2714.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4987,Mercedes-Benz E-Class 230 E AT,2008,77000,Second,10.0,2496.0,157.7,5.0,11.75,6.5,18,4053.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4988,BMW 5 Series 530d M Sport,2016,27000,First,18.59,2993.0,265.0,5.0,78.31,48.0,10,2455.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4989,Audi A3 35 TDI Premium Plus,2016,39000,First,20.38,1968.0,143.0,5.0,42.89,18.9,10,3545.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4990,Maruti Swift Dzire VDI,2015,131000,First,26.59,1248.0,74.0,5.0,11.75,3.6,11,10917.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4991,Maruti Swift Dzire VDI,2015,43000,First,26.59,1248.0,74.0,5.0,11.75,5.5,11,3583.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4992,Toyota Innova 2.5 V Diesel 7-seater,2011,68000,Second,12.8,2494.0,102.0,7.0,11.75,7.0,15,4250.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4993,BMW X3 xDrive20d,2016,45165,First,16.09,1995.0,184.0,5.0,41.75,41.75,10,4106.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4994,BMW 5 Series 2003-2012 525d,2007,120000,First,16.73,1995.0,218.0,5.0,11.75,10.5,19,6000.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4995,Mahindra XUV500 W8 2WD,2014,86091,First,15.1,2179.0,140.0,7.0,11.75,10.09,12,6622.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4996,Honda City 1.5 S MT,2009,71499,First,17.0,1497.0,118.0,5.0,11.75,3.0,17,3972.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4997,Force One LX 4x4,2014,50000,First,17.0,2200.0,139.01,7.0,12.0,12.0,12,3846.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4998,Volkswagen Polo 1.5 TDI Comfortline,2015,66000,First,20.14,1498.0,88.0,5.0,9.56,4.91,11,5500.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4999,Honda Jazz S,2010,45000,First,16.0,1198.0,90.0,5.0,11.75,2.0,16,2647.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5000,Toyota Etios Liva GD SP,2015,69189,First,23.59,1364.0,67.06,5.0,11.75,5.3,11,5766.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5001,Nissan Terrano XV Premium 110 PS,2014,40206,First,19.01,1461.0,108.5,5.0,11.75,7.22,12,3093.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5002,BMW X3 xDrive 20d xLine,2017,36723,First,18.56,1995.0,190.0,5.0,64.76,32.57,9,3672.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5003,Hyundai i20 1.2 Magna,2010,57500,First,18.5,1197.0,80.0,5.0,11.75,2.75,16,3382.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5005,Ford Fiesta EXi 1.4 TDCi Ltd,2011,52000,First,17.8,1399.0,68.0,5.0,11.75,3.75,15,3250.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
